scaled_amount,scaled_time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Class
0.6937506549760717,0.7167276593495028,1.97472530723156,0.0299013445146887,-2.05123098584015,0.42196440421681003,0.487407279912532,-1.08943764887183,0.39811025763713104,-0.40984695670921795,0.5238044796890879,-0.523238798040435,-0.8462580947106099,0.21320430348011396,0.8341470065716059,-0.894860756866177,0.879559604497951,0.37995717325139394,0.10714271169114,0.652606355582879,-0.198637782350032,-0.00010366377105075501,0.19956592224167605,0.6359165630174921,-0.174414394407471,-0.695667013309589,0.344301490689969,-0.0702383931989462,-0.0115430913150968,-0.0247361249311557,0
-0.2513710832430922,-0.8570127879040643,-0.505372134142093,1.27994520578233,0.8073948502172309,0.48646417468529,-0.23997115654747897,-0.9500163925887192,0.35986473711143396,-0.255986440347003,0.779535826922343,-0.167138905151019,0.7311358919901579,-2.45481346580684,2.07812190331706,1.7554082254293,0.840096598441443,-0.7483711203349191,1.1812199445960299,-0.0525494130653796,1.6991845108566999,0.0682806104940316,-0.0925328995086769,-0.0427854467282164,-0.0835836355359981,0.43202728716735705,-0.41241192803487803,1.1237398903253701,-0.732084628349787,-0.24439253319860701,0
0.015370105145492039,-0.870440968285763,1.23171215659281,-0.0891006015041227,0.655683693492116,0.40677678351023494,-0.696112401080949,-0.701141982964202,-0.252768957287974,-0.229943492508095,2.02869886558327,-0.7467526417379909,0.28598347148811704,-1.90247221400507,1.819676418554,1.16168699562864,-1.0632867989550698,-0.404408621389118,0.910142593979797,-0.468699450698307,0.24939721978955603,-0.0819472211925716,-0.25282041025327695,-0.26004331539929104,-0.0645980707560531,0.445576172129187,0.421992440501604,1.07015629609046,-0.0953771229350954,-0.00294579719420707,0
1.311768610053446,0.018015848307379626,1.07274673135288,-0.28509742579831,-1.24704802512865,0.0250800551239837,2.04087375841616,3.4071503261367897,-0.32251929550813396,0.7822154963298571,-0.0929920095651346,0.00470152764692695,-0.13557317605591002,0.0629232287580589,0.0326431988648043,0.49343757661795506,1.2211737580663202,0.513782568464327,-0.9731953114122049,0.29905720416974,-0.0358231377156398,0.213112725148612,-0.0393861631625547,-0.490330639292206,-0.153819320579014,0.9910678173170621,0.661190479144401,-0.43531270344979495,0.0038002091395910797,0.0383159988649485,0
-0.2712124917036364,0.6947937899071306,-0.0987597235032578,0.41729584391033897,0.9610612786855429,-0.663476141978278,0.187826421104138,0.15153995261691502,-0.0143243213543135,0.00589726557459327,1.73648134794368,-0.177692626747458,-1.19151484571563,-1.43593685982045,-1.5923809500359398,-2.0403880212838104,0.84207499187276,1.13141321722256,-0.0990945266143894,1.27887513705501,-0.8752070762146121,0.20147340904285302,0.094410247145865,0.878667596665895,0.0836604070871887,0.29190768083679497,-1.64354010696634,0.250842164656373,0.32109842717888204,0.00365192104334401,0
0.1809480560310197,0.9999765036213794,1.88650169127938,-0.498946754034383,-0.436768287929131,0.265275152715457,-0.480536958143788,0.0507888461751633,-0.638118854243864,0.21172242551849899,1.11377124222634,-0.000639479441654267,0.8179232002738871,0.8094452631528659,-0.7189239045218779,0.307626410067604,0.12564013334528598,0.388085275585351,-0.707769006936479,0.3354780683403689,0.140120999681241,-0.18448538439322199,-0.11837900409670901,-0.356096870997786,0.390589073139009,0.639604078231359,-0.49376652849658703,-0.6728672682256961,0.0194816383694768,-0.0308314586696278,0
-0.11904845076326545,0.03286555959562732,-0.129501845086051,0.889353933139141,0.301299223441119,-0.683203331627713,0.564343389855701,-0.984490558668056,1.20712235606659,-0.390579099480009,0.297416271416912,0.0971201380599727,-0.824695176716693,0.0523453059826053,-0.00488049662755069,-0.165394228699434,-0.301718631579427,-0.230875564215715,-0.49196383998246,-0.855866255401982,-0.154895289377928,0.159476526244165,-0.341789730037923,-0.556600523413104,0.0618469265753629,-0.0943697204582312,-0.464075451651904,0.124648460970754,0.19570780587204398,-0.0636872617167902,0
3.7188668040660913,0.45659925164034093,-7.03989006689708,-1.29995023881142,-3.88831121727556,-0.27287056564595497,-3.49745206920244,1.71688112177912,-1.16441758500807,3.09382500126392,-0.7556432869577029,0.0662060732389215,-0.40695627501204296,1.37081152589972,0.6380427925659019,1.8836616160278201,0.688447818426567,-0.8916382957089419,1.21465516323726,1.39737765242202,-1.4223160923296398,-1.3914294685719197,-0.12316111204147599,0.675713682446947,-1.06050497201391,-1.4571575358625501,-0.23441301907795198,0.09388648252203999,0.830592502497967,-0.9544685270035279,0
-0.2825304782198624,1.0309447306433897,0.0785970382327452,0.7386647741682478,-0.12791641159904302,-0.934835755406909,0.8869942085813409,-0.23559076123601802,0.8310433300386301,0.0513446242444846,-0.11004281332026301,-0.21574930237256199,-0.279549890834362,0.054120752255369005,-0.7153977562471059,0.410357552523983,-0.9396397108937621,0.43876783919166795,-0.9831756368100241,0.179343377600184,0.595708022073364,-0.0515463403037376,-0.286550316243877,-0.713308447357177,-0.063283537801022,-1.06618040771187,-0.411823336016407,0.18684100614300697,0.237345781870897,0.0749303020954093,0
0.027805917490480996,0.8689372000540416,1.9939061619671898,-0.7895392601451451,-0.40208392051103203,-0.588092124712036,-1.0878550766750799,-0.8060663789444721,-0.745805943340159,-0.0560048911759746,1.8791053407473202,-0.4302784060769989,-0.9288852414111629,0.17822422504842103,-0.533730082685996,-0.117148206751103,0.778010115566599,-0.0111860053877675,-0.24275118249364602,0.0373103570499863,0.1149466873403,-0.18794380147207,0.219247611330195,0.8484674674510201,0.123529348166829,0.0629307775483069,-0.28733017621598,0.7987938835840791,-0.0338830268820663,-0.0525999997679982,0
