0,1,Y_gans
-15.381921,4.468146,0.0
-8.126138,-32.799618,0.0
-53.60922,45.44206,1.0
4.913277,72.69878,1.0
-24.283106,26.61935,0.0
-70.28571,-31.63274,1.0
0.34946004,24.648754,0.0
-6.9087934,53.734615,1.0
-23.746012,19.0832,0.0
-53.60922,45.44206,1.0
-14.948323,78.86521,1.0
-33.476162,-1.2120267,0.0
-10.227468,14.548255,0.0
40.91506,-37.12774,0.0
-15.439397,-35.61214,0.0
-23.104774,23.291662,0.0
73.07786,17.230947,1.0
-67.40494,57.936417,1.0
-7.6324673,-15.370946,0.0
-13.174461,26.891644,0.0
5.6366587,87.14899,1.0
-84.04375,-30.942883,1.0
17.037394,-13.182025,0.0
21.85436,-20.14905,1.0
59.88948,-65.61379,1.0
8.017287,17.64478,0.0
-23.484144,-1.6174797,0.0
19.248758,69.13943,1.0
30.43813,42.330833,1.0
33.35875,-35.52734,0.0
100.07612,-3.2824006,1.0
-41.386303,-12.794227,0.0
72.17265,20.162811,1.0
-19.878788,20.36525,0.0
19.967796,24.186954,0.0
24.125227,-24.57411,0.0
-10.985048,-23.461817,0.0
79.47578,-21.730495,1.0
40.51515,-40.457493,0.0
-77.5814,47.037704,1.0
-41.163864,-23.46245,0.0
16.996603,-11.245501,0.0
-75.17102,8.206192,1.0
-44.286793,-18.083559,0.0
40.761402,-47.515415,0.0
15.8281145,-40.46256,0.0
-56.161583,-27.564266,0.0
14.085079,15.743629,0.0
40.55381,58.173374,1.0
-26.742968,-91.00652,1.0
57.50333,56.34774,1.0
9.163918,-15.710623,0.0
53.2987,-12.908096,1.0
-29.287075,61.017735,1.0
102.36407,-2.519748,1.0
-58.861275,-64.19854,1.0
37.91347,-77.176125,1.0
64.387276,59.466824,1.0
-85.78976,-22.359941,1.0
11.338201,1.6477141,0.0
-35.128075,21.95145,0.0
-26.778854,-91.02459,1.0
3.6545577,88.11184,1.0
4.396229,74.27123,1.0
19.057777,68.52194,1.0
11.806952,-15.657906,0.0
4.3375645,87.16726,1.0
71.2039,30.185444,1.0
70.59054,18.920795,1.0
1.6844896,1.3389553,0.0
-20.794638,35.595474,0.0
53.022297,-7.9596267,1.0
4.0155983,88.93594,1.0
-4.638865,21.595587,0.0
-48.843506,-78.60336,1.0
45.069336,7.2607403,1.0
-72.81452,27.627825,1.0
42.83584,-44.167774,0.0
-54.869125,-1.4971919,0.0
32.333153,55.84507,1.0
-33.2943,1.0302209,0.0
27.18271,75.438354,1.0
-26.980963,10.671698,0.0
13.938335,6.3671117,0.0
-2.7602425,-93.53935,1.0
-10.877572,-22.396215,0.0
-14.242833,77.890785,1.0
22.14127,-3.1585832,0.0
79.945526,-27.184196,1.0
60.278706,-65.20296,1.0
-67.40494,57.936417,1.0
1.7477314,18.535036,0.0
20.483013,89.30267,1.0
81.09102,-5.931901,1.0
-22.476044,-37.22911,0.0
-34.79737,30.588211,0.0
-16.784224,-30.423998,0.0
-0.3544372,18.396877,0.0
-11.848373,35.063713,0.0
9.512004,20.059032,0.0
4.4366164,-50.182404,0.0
28.322819,-25.508642,1.0
-26.474861,-15.063095,0.0
43.83795,6.498671,1.0
-12.339118,-93.20532,1.0
-12.726068,86.11869,1.0
22.431265,-24.10862,0.0
-4.410264,-33.453224,0.0
-33.287857,-0.3499704,0.0
-37.289196,19.420916,0.0
-20.420523,-40.64942,0.0
101.392235,-3.8918605,1.0
34.862896,34.959656,1.0
-4.045201,70.43547,1.0
-35.513817,-87.91708,1.0
-2.4070807,8.139243,0.0
-54.002834,-77.23188,1.0
-55.881718,-2.6156714,0.0
-33.635113,5.3191795,0.0
40.84713,-40.164494,0.0
7.2815957,-0.42838073,0.0
55.780037,56.12239,1.0
4.0143056,88.882225,1.0
20.675081,30.452375,0.0
18.642372,-77.25582,1.0
94.343094,27.018621,1.0
-5.2372932,53.351707,1.0
-20.536451,-40.22678,0.0
12.670927,11.026565,0.0
-19.765074,31.45596,0.0
-20.44921,58.26361,1.0
-37.28309,84.575676,1.0
28.096855,-76.4344,1.0
-36.782616,27.751143,0.0
